month,monthly_mae,monthly_mape,monthly_rmse,actual_total,forecasted_total
2024-12,4.7295926811678,26.459949964246267,5.93434826836794,240.0,201.14600703097165
2025-01,4.345379832697208,41.12239733414415,5.285061413011001,458.0,520.7708676395081
2025-02,4.27529133837359,32.11638340963642,6.079523728108346,482.0,483.94371139300995
2025-03,4.915107115667013,31.531012205911956,5.721559465402669,312.0,331.9447791941208
